duration,Trip Distance,datetime,month,hour,checkout_kiosk_id
2820,4025,12/10/2018 16:45:00,10,16,14389
600,3428,08/18/2018 01:15:00,8,1,14391
5857,6214,01/09/2018 11:15:00,9,11,14389
465,1545,08/18/2018 02:00:00,8,2,15017
688,2317,08/18/2018 02:00:00,8,2,14865
2910,7355,08/18/2018 02:00:00,8,2,15808
4374,14307,08/18/2018 02:15:00,8,2,13921
737,3460,08/18/2018 02:15:00,8,2,14392
470,338,08/18/2018 02:15:00,8,2,14705
729,3186,08/18/2018 02:30:00,8,2,14550
2311,6872,08/18/2018 02:45:00,8,2,14705
3327,3012,08/09/2018 11:15:00,9,11,14548
2820,6555,10/14/2018 04:00:00,10,16,12972
384,1304,08/18/2018 03:00:00,8,3,15018
442,2253,08/18/2018 03:00:00,8,3,14556
660,5,09/16/2018 08:15:00,9,20,14546
4072,10783,08/18/2018 03:15:00,8,3,15335
159,338,08/18/2018 07:30:00,8,7,14557
300,0,09/29/2018 05:30:00,9,17,14863
288,1255,08/18/2018 08:00:00,8,8,14242
389,1561,08/18/2018 09:00:00,8,9,15495
147,354,08/18/2018 09:15:00,8,9,14241
789,4216,08/18/2018 09:30:00,8,9,13451
1358,6470,08/18/2018 09:30:00,8,9,15645
904,4007,08/18/2018 09:45:00,8,9,16600
490,1094,08/18/2018 10:00:00,8,10,15335
11,70,08/26/2018 02:30:00,8,14,14077
1457,4957,08/18/2018 10:30:00,8,10,15799
807,4699,08/18/2018 10:45:00,8,10,13442
8272,11571,08/18/2018 10:45:00,8,10,15340
712,3186,08/18/2018 10:45:00,8,10,15800
1200,301,02/09/2018 16:15:00,9,16,14391
1124,4426,08/18/2018 10:45:00,8,10,12029
433,1078,01/08/2018 17:30:00,8,17,16279
626,2961,01/08/2018 17:30:00,8,17,16907
1297,5665,01/08/2018 17:30:00,8,17,13450
1245,2462,01/08/2018 17:30:00,8,17,13920
434,1722,01/08/2018 17:30:00,8,17,15647
798,2804,02/09/2018 00:45:00,9,0,13920
549,966,01/08/2018 17:45:00,8,17,14548
779,3109,09/20/2018 09:15:00,9,9,13442
1137,4474,01/08/2018 17:45:00,8,17,14548
1212,5182,01/08/2018 17:45:00,8,17,16436
534,1867,01/08/2018 17:45:00,8,17,14865
261,901,01/08/2018 17:45:00,8,17,14077
247,805,01/08/2018 18:00:00,8,18,13925
510,2221,01/08/2018 18:00:00,8,18,14707
2878,5801,09/23/2018 10:00:00,9,10,14546
1094,4571,01/08/2018 18:15:00,8,18,13450
3960,196,01/09/2018 09:00:00,9,9,15020
934,3396,01/08/2018 18:30:00,8,18,17075
706,2575,01/08/2018 18:30:00,8,18,12972
693,2591,01/08/2018 18:30:00,8,18,12972
1140,2263,07/09/2018 13:30:00,9,13,14389
2984,5076,08/25/2018 12:15:00,8,12,13912
3804,7905,08/09/2018 13:30:00,9,13,15018
920,3991,01/08/2018 18:45:00,8,18,16114
672,2044,01/08/2018 18:45:00,8,18,14865
3300,7339,01/08/2018 18:45:00,8,18,14880
882,3331,01/08/2018 19:00:00,8,19,15017
1892,1255,03/09/2018 09:15:00,9,9,15338
1338,3058,01/08/2018 19:00:00,8,19,14862
331,1336,01/08/2018 19:00:00,8,19,14233
1410,5359,01/08/2018 19:00:00,8,19,14716
300,0,01/09/2018 17:30:00,9,17,14550
294,708,01/08/2018 19:00:00,8,19,12972
513,2237,01/08/2018 19:15:00,8,19,14877
1615,5488,01/08/2018 19:15:00,8,19,16428
2293,5826,01/08/2018 19:30:00,8,19,17075
1730,4812,01/08/2018 19:45:00,8,19,16758
1486,4989,01/08/2018 19:45:00,8,19,16591
5092,10042,01/08/2018 19:45:00,8,19,16595
754,2398,01/08/2018 19:45:00,8,19,15493
3015,8980,01/08/2018 19:45:00,8,19,14384
3678,8369,01/08/2018 20:00:00,8,20,13760
3703,8481,01/08/2018 20:00:00,8,20,13760
508,740,01/08/2018 20:15:00,8,20,13441
11,6,08/23/2018 03:30:00,8,15,15807
300,352,11/10/2018 20:00:00,10,20,14546
2194,7387,01/08/2018 20:15:00,8,20,14232
541,1770,01/08/2018 20:15:00,8,20,13442
414,1802,01/08/2018 20:15:00,8,20,14707
1499,5633,01/08/2018 20:30:00,8,20,13131
1500,2591,09/14/2018 01:15:00,9,13,15020
832,3235,01/08/2018 20:30:00,8,20,15964
1305,5005,01/08/2018 20:45:00,8,20,16446
977,3009,01/08/2018 20:45:00,8,20,14233
946,4136,01/08/2018 21:00:00,8,21,15648
705,1625,01/08/2018 21:15:00,8,21,15177
1253,5938,01/08/2018 21:30:00,8,21,14863
1007,4233,01/08/2018 21:30:00,8,21,14393
1152,2462,01/08/2018 21:45:00,8,21,15020
758,3042,01/08/2018 21:45:00,8,21,15964
868,3186,01/08/2018 21:45:00,8,21,16122
2093,4964,09/20/2018 01:30:00,9,13,13282
344,1062,01/08/2018 21:45:00,8,21,14388
3034,5423,01/08/2018 22:00:00,8,22,14389
665,2317,01/08/2018 22:00:00,8,22,14232
1200,4773,08/25/2018 04:30:00,8,16,14864
456,2108,01/08/2018 22:00:00,8,22,14707
510,2221,01/08/2018 22:15:00,8,22,14077
770,1416,01/08/2018 22:30:00,8,22,15018
1566,5086,01/08/2018 22:45:00,8,22,14389
732,3347,01/08/2018 22:45:00,8,22,16596
374,2317,01/08/2018 22:45:00,8,22,15495
5080,7371,01/08/2018 22:45:00,8,22,14226
2540,7210,01/08/2018 23:15:00,8,23,14874
457,1432,01/08/2018 23:15:00,8,23,14230
325,1320,01/08/2018 23:30:00,8,23,15967
2567,5987,01/08/2018 23:30:00,8,23,14389
421,1384,01/08/2018 23:30:00,8,23,15807
508,1384,02/08/2018 00:00:00,8,0,15964
698,4200,02/08/2018 02:30:00,8,2,14863
269,1175,02/08/2018 02:45:00,8,2,14707
1016,4571,02/08/2018 06:45:00,8,6,17075
594,2881,02/08/2018 06:45:00,8,6,15964
1373,6228,02/08/2018 07:30:00,8,7,13437
412,1593,02/08/2018 07:30:00,8,7,14859
688,3058,02/08/2018 07:45:00,8,7,16121
542,2623,02/08/2018 08:00:00,8,8,15807
835,2543,02/08/2018 08:15:00,8,8,14383
660,381,08/28/2018 08:30:00,8,8,13442
1047,3444,02/08/2018 08:30:00,8,8,15031
515,2494,02/08/2018 08:30:00,8,8,15017
603,1127,02/08/2018 08:30:00,8,8,14386
600,2225,08/30/2018 11:00:00,8,23,15174
283,966,02/08/2018 08:45:00,8,8,14385
408,1481,02/08/2018 08:45:00,8,8,15650
625,1529,02/08/2018 08:45:00,8,8,15021
1561,2446,02/08/2018 08:45:00,8,8,15021
1048,112,09/29/2018 02:00:00,9,14,13918
2095,2431,08/22/2018 07:00:00,8,19,13918
620,1996,02/08/2018 08:45:00,8,8,13760
336,1448,02/08/2018 09:00:00,8,9,14869
310,1030,02/08/2018 09:00:00,8,9,13920
5051,995,05/10/2018 11:30:00,10,11,13288
407,1320,02/08/2018 09:00:00,8,9,13760
1145,1464,02/08/2018 09:15:00,8,9,14390
6923,4731,02/08/2018 09:15:00,8,9,14390
229,756,02/08/2018 09:15:00,8,9,14391
631,2157,02/08/2018 09:15:00,8,9,13917
597,1046,02/08/2018 09:30:00,8,9,14395
1320,29,06/10/2018 16:00:00,10,16,14385
1560,3304,09/18/2018 06:30:00,9,18,15183
5510,2076,02/09/2018 19:30:00,9,19,15328
600,1123,02/09/2018 14:15:00,9,14,13445
1620,1166,06/10/2018 15:30:00,10,15,13603
2682,1689,09/29/2018 07:00:00,9,19,12973
167,370,02/08/2018 09:45:00,8,9,14863
1680,10472,08/25/2018 05:15:00,8,17,12972
798,3379,09/22/2018 02:15:00,9,14,14234
420,0,07/09/2018 10:00:00,9,10,13919
60,20,09/15/2018 05:45:00,9,17,14863
16278,1059,10/27/2018 02:00:00,10,14,14546
120,0,10/18/2018 05:30:00,10,17,14391
1380,3963,06/10/2018 16:00:00,10,16,14385
383,1094,02/08/2018 09:45:00,8,9,14234
216,644,02/08/2018 09:45:00,8,9,13919
166,499,02/08/2018 10:15:00,8,10,14862
2168,3283,02/08/2018 10:30:00,8,10,14548
4638,10831,02/08/2018 11:00:00,8,11,14385
3993,18749,02/08/2018 11:00:00,8,11,14389
905,1867,02/08/2018 11:15:00,8,11,15024
57,107,12/10/2018 20:45:00,10,20,15178
7677,15820,02/08/2018 11:45:00,8,11,15020
1595,4216,02/08/2018 12:15:00,8,12,17075
694,3299,02/08/2018 12:30:00,8,12,16760
3583,743,10/18/2018 02:00:00,10,14,12973
4140,8254,07/10/2018 11:15:00,10,11,14389
521,879,08/09/2018 16:15:00,9,16,14549
1140,13,09/21/2018 07:15:00,9,19,14864
840,1213,03/09/2018 19:00:00,9,19,14385
922,0,09/24/2018 05:00:00,9,17,13134
1449,2237,08/07/2018 14:30:00,7,14,14548
584,3283,02/08/2018 12:30:00,8,12,16749
3143,5407,02/08/2018 12:30:00,8,12,15021
719,2221,02/08/2018 12:45:00,8,12,14078
1349,1885,07/09/2018 12:00:00,9,12,14389
306,1127,02/08/2018 13:30:00,8,13,14709
1279,4023,02/08/2018 13:45:00,8,13,14557
1345,1168,11/10/2018 17:30:00,10,17,15964
2323,2768,02/08/2018 13:45:00,8,13,15021
780,1596,07/10/2018 14:00:00,10,14,15638
1930,2929,02/08/2018 14:00:00,8,14,15021
797,628,02/08/2018 14:15:00,8,14,16270
1221,2849,02/08/2018 14:15:00,8,14,14385
613,2993,02/08/2018 14:30:00,8,14,14382
480,5,07/10/2018 09:45:00,10,9,13442
3068,6679,02/08/2018 14:30:00,8,14,15021
787,4072,02/08/2018 14:45:00,8,14,15022
120,7,05/10/2018 15:30:00,10,15,16115
723,1947,02/08/2018 14:45:00,8,14,16111
1080,4252,02/09/2018 20:15:00,9,20,13759
4584,0,09/10/2018 19:15:00,10,19,13293
22,5,10/21/2018 05:00:00,10,17,14078
540,1451,01/09/2018 17:00:00,9,17,15021
3712,4281,02/08/2018 14:45:00,8,14,14863
120,14,11/09/2018 11:00:00,9,11,15021
976,4490,02/08/2018 15:15:00,8,15,14550
590,628,02/08/2018 15:15:00,8,15,15022
3919,8095,02/08/2018 15:30:00,8,15,13289
300,25,10/13/2018 07:00:00,10,19,15189
60,121,06/09/2018 13:30:00,9,13,15178
377,1191,02/08/2018 15:30:00,8,15,14863
1075,3718,02/08/2018 15:45:00,8,15,14863
1320,1873,08/31/2018 02:15:00,8,14,13445
635,563,02/08/2018 15:45:00,8,15,15022
1334,5182,02/08/2018 16:00:00,8,16,14710
2926,5890,02/08/2018 16:00:00,8,16,15020
545,1561,02/08/2018 16:15:00,8,16,15186
916,3959,02/08/2018 16:30:00,8,16,15187
1560,3211,09/17/2018 09:45:00,9,9,14389
2662,4538,02/08/2018 16:30:00,8,16,14077
4595,4442,02/08/2018 16:30:00,8,16,14384
1291,3251,02/08/2018 16:45:00,8,16,14077
787,3895,02/08/2018 16:45:00,8,16,14391
1883,5343,02/08/2018 17:30:00,8,17,14717
600,114,01/10/2018 17:15:00,10,17,14549
588,901,02/08/2018 17:30:00,8,17,15021
1682,2525,09/16/2018 01:15:00,9,13,13131
360,0,10/17/2018 04:30:00,10,16,12973
1014,1577,02/08/2018 17:30:00,8,17,14865
755,3251,02/08/2018 17:45:00,8,17,14074
874,3396,02/08/2018 17:45:00,8,17,16446
819,2301,02/07/2018 12:15:00,7,12,15964
646,2591,02/07/2018 12:30:00,7,12,14225
1151,2430,02/07/2018 12:45:00,7,12,15020
2391,2929,02/07/2018 12:45:00,7,12,14863
1205,4023,02/07/2018 13:15:00,7,13,14862
4661,2865,02/07/2018 13:30:00,7,13,15021
1537,740,02/07/2018 13:45:00,7,13,14863
563,1143,02/07/2018 13:45:00,7,13,16593
3213,3476,02/07/2018 14:30:00,7,14,14863
379,1014,02/07/2018 16:15:00,7,16,14706
366,1513,02/07/2018 16:30:00,7,16,14863
1330,2993,02/07/2018 16:30:00,7,16,14225
6,1,05/10/2018 09:30:00,10,9,14389
953,879,11/09/2018 22:30:00,9,22,14864
3143,3453,10/27/2018 11:30:00,10,11,14227
783,3701,02/07/2018 16:45:00,7,16,14707
300,1143,02/07/2018 16:45:00,7,16,14863
741,4007,02/07/2018 17:00:00,7,17,15021
300,271,08/28/2018 05:00:00,8,17,15178
1112,4587,02/07/2018 17:15:00,7,17,14866
1030,2511,02/07/2018 17:45:00,7,17,14078
420,3028,08/24/2018 08:15:00,8,8,15493
1604,6196,02/07/2018 17:45:00,7,17,14549
1208,33,11/10/2018 18:30:00,10,18,14705
408,1304,02/07/2018 17:45:00,7,17,14549
540,1320,02/07/2018 18:30:00,7,18,14065
780,685,09/14/2018 06:45:00,9,18,14864
5684,11748,02/07/2018 18:45:00,7,18,14385
1010,2575,02/07/2018 19:00:00,7,19,15018
1860,5518,08/24/2018 02:45:00,8,14,13442
596,2398,02/07/2018 19:00:00,7,19,15493
253,467,02/07/2018 19:15:00,7,19,14706
8344,17397,02/07/2018 19:30:00,7,19,14863
961,3524,02/07/2018 19:30:00,7,19,13442
706,2173,02/07/2018 19:45:00,7,19,15964
1206,3975,03/07/2018 00:00:00,7,0,14706
2550,4297,03/07/2018 07:00:00,7,7,13442
1682,3578,09/16/2018 07:00:00,9,19,14861
540,2122,09/10/2018 20:45:00,10,20,12041
1554,5617,03/07/2018 08:15:00,7,8,14391
1036,4104,03/07/2018 08:15:00,7,8,14544
1200,2157,03/07/2018 08:15:00,7,8,16434
421,998,03/07/2018 09:15:00,7,9,14706
176144,3203,03/07/2018 10:00:00,7,10,14546
1133,3428,03/07/2018 10:15:00,7,10,14707
1144,3396,03/07/2018 12:30:00,7,12,13293
472,1642,03/07/2018 12:45:00,7,12,14244
607,1336,03/07/2018 12:45:00,7,12,15493
1225,6453,03/07/2018 12:45:00,7,12,16114
436,1464,03/07/2018 12:45:00,7,12,13919
3067,52,10/28/2018 09:30:00,10,21,14551
918,3074,03/07/2018 13:00:00,7,13,13292
2354,5,08/25/2018 03:30:00,8,15,13917
558,724,03/07/2018 13:15:00,7,13,14706
2151,6373,03/07/2018 13:30:00,7,13,14392
5752,3782,03/07/2018 13:30:00,7,13,14862
694,2543,03/07/2018 13:45:00,7,13,16593
1277,3138,03/07/2018 14:45:00,7,14,14705
692,1352,03/07/2018 15:00:00,7,15,14872
907,2446,03/07/2018 15:00:00,7,15,14872
342,1014,03/07/2018 15:15:00,7,15,15188
4380,0,05/10/2018 12:15:00,10,12,14706
482,1336,03/07/2018 15:15:00,7,15,15964
227,0,09/14/2018 01:15:00,9,13,13918
180,68,08/09/2018 19:30:00,9,19,14078
852,2334,03/07/2018 15:30:00,7,15,13453
298,692,03/07/2018 15:30:00,7,15,14872
3435,10622,03/07/2018 15:45:00,7,15,13123
377,805,03/07/2018 16:00:00,7,16,14872
418,10,11/10/2018 09:45:00,10,9,15017
1586,6065,10/28/2018 12:45:00,10,0,13442
161,161,03/07/2018 16:00:00,7,16,13920
3343,1,04/11/2018 17:30:00,11,17,14232
670,1754,03/07/2018 16:15:00,7,16,14865
27000,2147483647,09/27/2018 10:15:00,9,22,15180
480,2,10/28/2018 11:00:00,10,11,14385
420,1937,08/25/2018 09:00:00,8,9,15650
981,5150,03/07/2018 17:00:00,7,17,12041
1979,3943,03/07/2018 17:15:00,7,17,14866
1940,12,08/09/2018 16:30:00,9,16,15016
535,803,10/10/2018 20:45:00,10,20,13919
647,1561,03/07/2018 17:15:00,7,17,14395
60,75,05/09/2018 10:15:00,9,10,15178
1494,3557,03/07/2018 17:30:00,7,17,14872
1980,4442,03/07/2018 18:00:00,7,18,13293
6664,5347,07/10/2018 21:15:00,10,21,14389
541,2269,03/07/2018 18:00:00,7,18,14707
534,0,10/28/2018 03:00:00,10,15,15500
796,3444,03/07/2018 18:30:00,7,18,15021
876,2157,03/07/2018 18:45:00,7,18,14078
729,2140,03/07/2018 18:45:00,7,18,14078
1740,157,01/09/2018 14:30:00,9,14,15659
996,4249,03/07/2018 19:15:00,7,19,14707
4386,3428,03/07/2018 20:00:00,7,20,14549
937,342,09/14/2018 12:30:00,9,12,15178
3899,2961,03/07/2018 20:00:00,7,20,14548
461,1722,03/07/2018 20:30:00,7,20,14225
1203,1802,03/07/2018 21:00:00,7,21,13124
955,1368,03/07/2018 21:15:00,7,21,15335
1165,1271,03/07/2018 22:00:00,7,22,13440
1336,4393,03/07/2018 22:15:00,7,22,14075
1497,3058,03/07/2018 22:30:00,7,22,14385
1418,3074,03/07/2018 22:30:00,7,22,14385
377,1287,03/07/2018 22:45:00,7,22,15021
53,97,08/30/2018 01:30:00,8,13,14393
2081,5826,03/07/2018 22:45:00,7,22,13759
342,644,03/07/2018 23:00:00,7,23,14234
1680,6389,03/07/2018 23:45:00,7,23,15493
1645,6486,03/07/2018 23:45:00,7,23,15493
60,321,08/25/2018 02:00:00,8,2,14705
4992,3816,12/10/2018 02:15:00,10,2,14706
35535,1368,04/07/2018 00:15:00,7,0,14067
1076,4361,04/07/2018 00:15:00,7,0,13599
1244,2623,04/07/2018 02:00:00,7,2,15493
352,982,04/07/2018 02:00:00,7,2,14387
414,901,04/07/2018 02:00:00,7,2,14387
780,3213,10/13/2018 03:00:00,10,15,14858
790,2269,04/07/2018 08:00:00,7,8,14546
1004,3315,04/07/2018 08:45:00,7,8,14077
3251,5971,04/07/2018 11:30:00,7,11,14075
1752,2494,04/07/2018 11:45:00,7,11,14859
1657,5214,04/07/2018 11:45:00,7,11,14393
1137,1555,10/13/2018 01:15:00,10,13,15019
1441,3669,04/07/2018 11:45:00,7,11,14393
2691,3138,04/07/2018 12:00:00,7,12,14385
1478,3911,04/07/2018 12:15:00,7,12,14226
1356,4748,04/07/2018 12:30:00,7,12,15799
1697,2527,04/07/2018 12:30:00,7,12,15343
171,370,04/07/2018 12:30:00,7,12,14714
180,715,07/10/2018 19:45:00,10,19,15020
1539,6856,04/07/2018 12:30:00,7,12,15018
115,402,04/07/2018 12:45:00,7,12,14873
201,998,04/07/2018 13:00:00,7,13,14717
420,15,10/14/2018 01:15:00,10,13,13442
1101,2697,10/25/2018 11:15:00,10,23,13599
365,885,04/07/2018 13:15:00,7,13,14548
949,3637,04/07/2018 13:30:00,7,13,15964
1203,2720,04/07/2018 13:45:00,7,13,15020
1173,3347,04/07/2018 13:45:00,7,13,15817
291,1127,04/07/2018 14:00:00,7,14,14871
907,821,04/07/2018 14:00:00,7,14,14709
964,3895,04/07/2018 15:00:00,7,15,14717
1500,3438,08/09/2018 16:15:00,9,16,15176
1632,1690,04/07/2018 18:15:00,7,18,14546
420,614,01/09/2018 17:45:00,9,17,14550
469,1383,04/10/2018 07:30:00,10,7,14385
919,3042,04/07/2018 18:30:00,7,18,14872
3857,0,10/14/2018 08:15:00,10,20,12814
2370,15207,08/25/2018 03:30:00,8,15,13917
836,3154,04/07/2018 19:00:00,7,19,14078
3125,0,09/16/2018 02:30:00,9,14,14231
2929,2285,04/07/2018 19:30:00,7,19,14225
564,1577,04/07/2018 19:45:00,7,19,16285
360,1604,03/10/2018 00:00:00,10,0,12975
650,1867,04/07/2018 19:45:00,7,19,14226
2796,919,10/13/2018 04:00:00,10,16,14865
900,1528,03/09/2018 16:45:00,9,16,14705
1029,1658,04/07/2018 20:45:00,7,20,14225
480,1462,01/09/2018 12:15:00,9,12,14073
736,3026,04/07/2018 20:45:00,7,20,14715
911,1513,04/07/2018 21:00:00,7,21,14078
1608,2334,04/07/2018 21:00:00,7,21,14546
3157,4876,04/07/2018 21:15:00,7,21,14707
1149,3750,04/07/2018 21:45:00,7,21,14862
120,89,06/09/2018 11:00:00,9,11,13130
360,724,03/09/2018 08:15:00,9,8,15335
914,2784,04/07/2018 21:45:00,7,21,14234
1174,3364,04/07/2018 21:45:00,7,21,14231
180,313,08/29/2018 11:15:00,8,23,14861
612,982,04/07/2018 21:45:00,7,21,14389
549,1046,04/07/2018 22:15:00,7,22,14389
1483,5021,04/07/2018 22:45:00,7,22,13921
1529,6212,04/07/2018 23:00:00,7,23,14550
1478,5053,04/07/2018 23:00:00,7,23,14234
885,2108,04/07/2018 23:45:00,7,23,13442
824,2076,04/07/2018 23:45:00,7,23,13442
540,2504,12/09/2018 06:30:00,9,6,13600
1095,3042,05/07/2018 08:45:00,7,8,15019
3595,18536,06/10/2018 09:30:00,10,9,15340
1020,2790,09/16/2018 12:30:00,9,12,14385
288,885,05/07/2018 09:15:00,7,9,14872
475,1014,05/07/2018 09:15:00,7,9,15019
337,1400,05/07/2018 10:45:00,7,10,14244
1068,3991,05/07/2018 11:15:00,7,11,16118
1373,5053,05/07/2018 12:00:00,7,12,14863
1059,4699,05/07/2018 12:45:00,7,12,16285
240,418,10/07/2018 21:45:00,7,21,14077
6466,5003,07/10/2018 21:15:00,10,21,14389
1556,5729,10/07/2018 21:45:00,7,21,16122
13041,14532,10/07/2018 22:00:00,7,22,13445
1264,3492,10/07/2018 22:15:00,7,22,14385
836,2366,10/07/2018 22:30:00,7,22,15178
1295,5713,10/07/2018 23:00:00,7,23,16600
482,1030,10/07/2018 23:30:00,7,23,15018
407,1384,11/07/2018 00:00:00,7,0,15179
4982,13593,07/10/2018 11:00:00,10,11,14075
258,837,11/07/2018 01:30:00,7,1,15021
1251,5407,11/07/2018 02:45:00,7,2,14708
2,0,10/20/2018 02:15:00,10,14,15009
5357,19360,11/07/2018 06:30:00,7,6,12804
420,3837,08/24/2018 04:00:00,8,16,13445
669,1448,11/07/2018 07:30:00,7,7,14077
2908,0,09/16/2018 06:30:00,9,18,13918
655,3412,11/07/2018 08:00:00,7,8,13437
572,2044,11/07/2018 08:00:00,7,8,14385
262,644,11/07/2018 08:15:00,7,8,14078
347,451,11/07/2018 08:30:00,7,8,14707
720,2662,09/28/2018 12:00:00,9,12,13442
540,1407,08/25/2018 08:00:00,8,20,12973
362,1835,11/07/2018 08:30:00,7,8,15807
504,1786,11/07/2018 09:00:00,7,9,14385
564,3203,11/07/2018 09:15:00,7,9,13441
1776,2301,11/07/2018 09:45:00,7,9,14389
413,1577,11/07/2018 10:00:00,7,10,14869
780,2088,09/25/2018 04:00:00,9,16,14078
1369,2446,11/07/2018 10:00:00,7,10,14389
600,0,09/28/2018 09:15:00,9,9,16119
2664,2157,11/07/2018 10:30:00,7,10,14392
1774,5150,11/07/2018 11:30:00,7,11,15350
527,1867,11/07/2018 12:15:00,7,12,15492
868,1561,11/07/2018 12:30:00,7,12,15021
29,4,03/10/2018 15:45:00,10,15,13445
240,310,02/09/2018 16:15:00,9,16,14389
919,4281,11/07/2018 12:45:00,7,12,15665
319,628,11/07/2018 13:00:00,7,13,14863
3420,0,09/16/2018 06:00:00,9,18,12973
403,950,11/07/2018 13:00:00,7,13,14863
1504,5311,11/07/2018 13:15:00,7,13,14864
1595,5086,11/07/2018 13:15:00,7,13,13920
60,41,09/25/2018 12:15:00,9,12,16429
540,2312,12/10/2018 22:30:00,10,22,14225
763,3589,11/07/2018 13:30:00,7,13,14862
692,3042,11/07/2018 13:45:00,7,13,14859
6895,9222,11/07/2018 14:00:00,7,14,14385
240,467,11/07/2018 14:15:00,7,14,15181
774,2218,09/09/2018 23:15:00,9,23,15021
5675,8369,11/07/2018 14:15:00,7,14,14225
170,418,11/07/2018 14:15:00,7,14,15338
418,5423,11/07/2018 14:30:00,7,14,15017
772,1545,11/07/2018 15:30:00,7,15,14715
840,2993,11/07/2018 15:30:00,7,15,14226
237,772,11/07/2018 15:45:00,7,15,14714
679,1819,11/07/2018 16:00:00,7,16,14225
780,2426,09/24/2018 07:30:00,9,19,12814
571,1690,11/07/2018 16:30:00,7,16,14865
1080,4458,11/07/2018 16:45:00,7,16,15175
718,1572,03/09/2018 14:00:00,9,14,14235
2767,7757,11/07/2018 17:00:00,7,17,16289
1259,1,03/10/2018 19:00:00,10,19,14075
302,1046,11/07/2018 17:00:00,7,17,14550
621,3026,11/07/2018 17:00:00,7,17,15023
355,799,12/10/2018 15:00:00,10,15,13288
3496,17542,11/07/2018 17:00:00,7,17,18512
3313,8256,11/07/2018 17:15:00,7,17,14225
7200,130776,09/24/2018 03:00:00,9,15,15027
782,3701,11/07/2018 17:15:00,7,17,13437
2931,8095,11/07/2018 17:15:00,7,17,14225
1334,3798,11/07/2018 17:30:00,7,17,14876
253,241,11/07/2018 17:45:00,7,17,14393
1704,1864,02/09/2018 08:45:00,9,8,12658
1560,3250,05/10/2018 22:45:00,10,22,14388
445,1175,11/07/2018 18:00:00,7,18,15010
384,1802,11/07/2018 18:00:00,7,18,14706
651,2559,11/07/2018 18:00:00,7,18,14077
60,272,07/10/2018 15:15:00,10,15,13445
828,504,07/10/2018 15:15:00,10,15,14388
987,4136,11/07/2018 18:00:00,7,18,14234
636,1497,11/07/2018 18:15:00,7,18,16613
425,1513,11/07/2018 18:30:00,7,18,14078
300,700,03/10/2018 18:30:00,10,18,14391
567,1706,11/07/2018 18:45:00,7,18,17239
1095,5053,11/07/2018 18:45:00,7,18,14078
806,1947,11/07/2018 19:00:00,7,19,14551
814,4941,11/07/2018 19:00:00,7,19,12657
2340,636,06/09/2018 14:15:00,9,14,14079
575,1336,11/07/2018 19:00:00,7,19,14862
1883,6051,11/07/2018 19:00:00,7,19,13760
37,38,10/23/2018 12:15:00,10,12,13918
590,1786,11/07/2018 19:00:00,7,19,14865
346,1464,11/07/2018 19:15:00,7,19,13920
1449,8481,11/07/2018 19:15:00,7,19,12966
445,1722,11/07/2018 19:15:00,7,19,14549
1192,4007,11/07/2018 19:30:00,7,19,14392
120,341,10/09/2018 12:15:00,9,12,15178
424,1835,11/07/2018 19:30:00,7,19,14706
495,1786,11/07/2018 19:30:00,7,19,13760
1014,4007,11/07/2018 19:45:00,7,19,15021
3155,4200,11/07/2018 20:00:00,7,20,17075
2129,5069,11/07/2018 20:15:00,7,20,13917
392,1690,11/07/2018 20:15:00,7,20,13442
728,2832,11/07/2018 20:30:00,7,20,14235
5575,17494,11/07/2018 20:30:00,7,20,14557
3515,2591,11/07/2018 20:30:00,7,20,16285
45365,51,08/26/2018 09:00:00,8,21,15031
1531,2462,11/07/2018 20:30:00,7,20,12972
3158,259,10/20/2018 11:15:00,10,11,13759
430,1304,11/07/2018 20:45:00,7,20,14389
267,467,11/07/2018 21:00:00,7,21,15018
463,1110,11/07/2018 21:00:00,7,21,15018
645,1786,11/07/2018 21:00:00,7,21,14716
943,1899,11/07/2018 21:00:00,7,21,14077
2829,9,08/25/2018 11:00:00,8,23,14706
290,869,11/07/2018 21:15:00,7,21,14549
982,3782,11/07/2018 21:15:00,7,21,15661
759,2704,11/07/2018 21:15:00,7,21,14701
985,2301,11/07/2018 21:15:00,7,21,14078
2279,4925,11/07/2018 21:15:00,7,21,15021
804,2768,11/07/2018 21:30:00,7,21,15350
554,2688,11/07/2018 21:30:00,7,21,14393
694,2897,11/07/2018 21:30:00,7,21,17075
1785,6180,11/07/2018 21:45:00,7,21,15483
1030,3557,11/07/2018 22:00:00,7,22,14870
780,3482,08/22/2018 05:30:00,8,17,16751
1591,3219,11/07/2018 22:00:00,7,22,13925
2392,3042,11/07/2018 22:15:00,7,22,13602
494,2173,11/07/2018 22:30:00,7,22,13442
503,2173,11/07/2018 22:30:00,7,22,13599
825,3991,11/07/2018 22:45:00,7,22,15019
2064,4603,11/07/2018 23:00:00,7,23,15652
1485,4184,12/07/2018 00:00:00,7,0,15018
1644,2430,12/07/2018 06:45:00,7,6,15652
740,1802,12/07/2018 07:30:00,7,7,14077
60,242,09/28/2018 02:45:00,9,14,14547
2220,186,01/09/2018 19:45:00,9,19,15807
9,58,09/28/2018 02:15:00,9,14,14388
540,2471,03/09/2018 17:45:00,9,17,14385
4352,17654,12/07/2018 07:45:00,7,7,13121
1801,7837,12/07/2018 07:45:00,7,7,14690
603,3653,12/07/2018 07:45:00,7,7,13437
932,2607,12/07/2018 08:00:00,7,8,15975
